AGNname,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,likelihood,virialRadius,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),vel_diff,distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),corrected_az (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,final_morphology,galaxyRedshift,AGNredshift,spectrumStatus,include,include_vir,include_custom,Lya_v,vlimits,Lya_W,Na,b,identified,comment
RX_J1330.8+3119,UGC08492,11,"('202.72167', '31.32556')","('202.52721', '31.38811')",,,335.4060644,,7689.21,,108.2987054,,35.49,34.08,16,70,37.83356876,,,.S?....,,-99,S0,,0.02473,0.241,DG,no,no,no,1732,"1654, 1810",153pm18,3.35E13 pm 4.54E12,53.7pm 2.3,f:Lya,"f:Lya labeled at 1740, I measure 1732"
RX_J1330.8+3119,RCS05100405241,1,"('202.72167', '31.32556')","(202.1176, 30.6804)",,,483.11576,x,2375.8,,33.46156499,x,x,x,x,x,x,x,0,x,x,x,x,,0.007,0.241,DG,no,no,no,2660,"2550, 2770",462pm17,1.71E14 pm 1.21E13,56.5pm 2.6,f:Lya,"f:Lya labeled at 2654, I measure 2660. This galaxy is tiny, far away, and has no info (phot redshifts also). "
RX_J1330.8+3119,RCS05100405241,1,"('202.72167', '31.32556')","(202.1176, 30.6804)",,,483.11576,x,2375.8,,33.46156499,x,x,x,x,x,x,x,0,x,x,x,x,,0.007,0.241,DG,no,no,no,2822,"2779, 2865",77pm13,1.63E13 pm 2.96E12,38.7pm 2.8,no,"Not marked, possibly weak Lya. This galaxy is tiny, far away, and has no info (phot redshifts also). "
RX_J1330.8+3119,UGC08517,5,"('202.72167', '31.32556')","(202.98346, 31.03289)",,,446.6491076,x,4930.2,,69.43953755,x,22.8,10.9,61.3,158,x,x,UGC8517,.S?....,61.4,158,S?,,0.015527,0.241,DG,no,no,no,4839,"4735, 4943",404pm16,1.41E14 pm 9.65E12,50.7pm 2.9,f:Lya,"good. Several other, closer galaxies. Just a bit too ambiguous"
RX_J1330.8+3119,UGC08492,4,"('202.72167', '31.32556')","(202.52721, 31.38811)",,,335.4060644,x,7689.2,,108.2987054,x,35.5,34.1,16.2,70,x,x,UGC8492,.S?....,12.2,-99,S0,,0.02473,0.241,DG,yes,yes,yes,7412,"7323, 7501",328pm15,1.08E14 pm 7.76E12,46.1pm 2.9,f:Lya,"f:Lya labeled at 7401, I measure 7412. Somewhat ambiguous, and totally face on (can't determine azimuth). UGC08498 is b = 580, and is huge"
RX_J1330.8+3119,UGC08492,0,"('202.72167', '31.32556')","('202.52721', '31.38811')",,,335.4060644,,7689.21,,108.2987054,,35.49,34.08,16,70,37.83356876,,,.S?....,,-99,S0,,0.02473,0.241,DG,no,no,no,10180,"10046, 10314",817pm13,4.14E14 pm 2.43E13,83.2pm 1.6,f:Lya,"f:Lya labeled at 10191, I measure 10180. I don't have galaxy information out this far"
SDSSJ140428.30+335342.0,KUG1402+341,2,"('211.11792', '33.895')","('211.12182', '33.95337')",,,117.5153834,,8177.48,,115.175796,,35.4,12.74,69,120,63.82188045,51,,x,,x,Spiral,,0.026415,0.549,RT,?,?,?,1521,"1470, 1582",162pm23,4.21E13 pm 7.11E12,30.2pm 3.5,working,center is 1526
SDSSJ140428.30+335342.0,KUG1402+341,2,"('211.11792', '33.895')","('211.12182', '33.95337')",,,117.5153834,,8177.48,,115.175796,,35.4,12.74,69,120,63.82188045,51,,x,,x,Spiral,,0.026415,0.549,RT,?,?,?,1717,"1634, 1794",349pm24,1.21E14 pm 1.45E13,41.3pm 2.4,working,center is 1714
SDSSJ140428.30+335342.0,KUG1402+341,2,"('211.11792', '33.895')","('211.12182', '33.95337')",,,117.5153834,,8177.48,,115.175796,,35.4,12.74,69,120,63.82188045,51,,x,,x,Spiral,,0.026415,0.549,RT,?,?,?,2827,"2800, 2856",45pm18,9.51E12 pm 4.13E12,22.3pm 5.3,working,center is 2828
SDSSJ140428.30+335342.0,KUG1402+341,2,"('211.11792', '33.895')","('211.12182', '33.95337')",,,117.5153834,,8177.48,,115.175796,,35.4,12.74,69,120,63.82188045,51,,x,,x,Spiral,,0.026415,0.549,RT,?,?,?,4621,"4606, 4642",34pm15,7.44E12 pm 3.52E12,11.9pm 4.1,working,center is 4624
SDSSJ140428.30+335342.0,KUG1402+341,2,"('211.11792', '33.895')","('211.12182', '33.95337')",,,117.5153834,,8177.48,,115.175796,,35.4,12.74,69,120,63.82188045,51,,x,,x,Spiral,,0.026415,0.549,RT,?,?,?,5769,"5712, 5834",314pm21,9.92E13 pm 1.22E13,38.1pm 2.2,working,center is 5773
SDSSJ140428.30+335342.0,KUG1402+341,2,"('211.11792', '33.895')","('211.12182', '33.95337')",,,117.5153834,,8177.48,,115.175796,,35.4,12.74,69,120,63.82188045,51,,x,,x,Spiral,,0.026415,0.549,RT,yes,yes,yes,7884,"7745, 8023",889pm28,2.82E14 pm 2.03E13,93.4pm 1.2,working,center is 7884. SDSSJ140425.82+335552.8 is probably a large satellite galaxy
SDSSJ140428.30+335342.0,KUG1402+341,2,"('211.11792', '33.895')","('211.12182', '33.95337')",,,117.5153834,,8177.48,,115.175796,,35.4,12.74,69,120,63.82188045,51,,x,,x,Spiral,,0.026415,0.549,RT,?,?,?,8477,"8458, 8498",33pm16,6.98E12 pm 3.66E12,14.1pm 3.3,working,center is 8478
LBQS1220+1006,NGC4429,,"('185.80042', '9.83861')","('186.86045', '11.10771')",,,478.6767991,,1215.85,,16.7,,35.38,12.03,70,97,122.8622934,,,.LAR+..,,99,SA(r)0+;LINER  HII,,0.003055,0.276,RT,,,,,,,,,no,"needs to be added to reduce, original name = RMB219"
PG1115+080,UGC06312,,"('169.57083', '7.76611')","('169.50081', '7.84489')",,,170.5821061,,6610.74,,93.10901901,,35.3,19.77,56,50,88.37808198,,,x,,x,SBa pec sp,,0.021098,1.728,RT,,,,,,,,,no,needs to be added to reduce
FBQSJ1431+2442,IRASF14291+2443,,"('217.8575', '24.70556')","('217.84593', '24.51172')",,,327.872415,,6870.75,,96.77107615,,35.19,9.85,74,x,x,,,x,,x,2MASS Extended Ver.2,,0.022065,0.408,PL,,,,,,,,,no,"possibly promising, original name = FIRST_J14314+2442"
SDSSJ095109.10+330745.0,NGC3003,,"('147.78792', '33.12917')","('147.15021', '33.4215')",,,225.8068153,,1702.93,,21.278,,35.16,10.55,73,79,35.63025573,,,.S..4$.,,79,SBbc,,0.00493,0.645,RT,,,,,,,,,no,needs to be added to reduce
IRAS01477+1254,NGC0677,,"('27.61833', '13.14944')","('27.30858', '13.05535')",,,376.6438875,,4848.42,,68.28757114,,34.99,29.4,33,35,218.0988944,,,.E.....,,-99,E              NLAGN,,0.017012,0.147,DG,,,,,,,,,no,messy spectrum
RX_J0714.5+7408,UGC03717,1,"('108.65083', '74.13639')","('108.31017', '73.84314')",,,270.6033265,,4268.75,,50.35,,34.93,16.77,61,115,114.2768463,46,UGC3717,.S..4..,68.7,103,Sbc,,0.01397,0.371,SP,?,?,?,1344,"1322, 1374",24pm8,4.64E12 pm 1.66E12,18.7pm 2.7,done,"very weak, center is 1348"
RX_J0714.5+7408,UGC03717,1,"('108.65083', '74.13639')","('108.31017', '73.84314')",,,270.6033265,,4268.75,,50.35,,34.93,16.77,61,115,114.2768463,46,UGC3717,.S..4..,68.7,103,Sbc,,0.01397,0.371,SP,?,?,?,2560,"2522, 2588",28pm7,5.46E12 pm 1.45E12,23.8pm 3.5,done,"weak, center is 2555"
RX_J0714.5+7408,UGC03717,1,"('108.65083', '74.13639')","('108.31017', '73.84314')",,,270.6033265,,4268.75,,50.35,,34.93,16.77,61,115,114.2768463,46,UGC3717,.S..4..,68.7,103,Sbc,,0.01397,0.371,SP,?,?,?,2654,"2596, 2714",106pm9,2.26E13 pm 2.12E12,40.0pm 2.0,done,center is 2655
RX_J0714.5+7408,UGC03717,1,"('108.65083', '74.13639')","('108.31017', '73.84314')",,,270.6033265,,4268.75,,50.35,,34.93,16.77,61,115,114.2768463,46,UGC3717,.S..4..,68.7,103,Sbc,,0.01397,0.371,SP,?,?,?,4079,"4030, 4114",58pm7,1.18E13 pm 1.65E12,29.0pm 2.0,done,center is 4072
RX_J0714.5+7408,UGC03717,1,"('108.65083', '74.13639')","('108.31017', '73.84314')",,,270.6033265,,4268.75,,50.35,,34.93,16.77,61,115,114.2768463,46,UGC3717,.S..4..,68.7,103,Sbc,,0.01397,0.371,SP,yes,yes,yes,4259,"4164, 4354",410pm9,1.70E14 pm 7.19E12,43.8pm 2.6,done,"very likely Lya, but not yet fully identified"
RX_J0714.5+7408,UGC03717,1,"('108.65083', '74.13639')","('108.31017', '73.84314')",,,270.6033265,,4268.75,,50.35,,34.93,16.77,61,115,114.2768463,46,UGC3717,.S..4..,68.7,103,Sbc,,0.01397,0.371,SP,?,?,?,5322,"5294, 5380",39pm8,7.55E12 pm 1.57E12,37.0pm 1.9,done,"very weak, center is 5337"
RX_J0714.5+7408,UGC03717,1,"('108.65083', '74.13639')","('108.31017', '73.84314')",,,270.6033265,,4268.75,,50.35,,34.93,16.77,61,115,114.2768463,46,UGC3717,.S..4..,68.7,103,Sbc,,0.01397,0.371,SP,?,?,?,9563,"9562, 9592",14pm4,2.87E12 pm 8.92E11,9.9pm 4.1,done,"very weak, center is 9577"
SDSSJ131545.20+152556.0,CGCG101-014,,"('198.93833', '15.43222')","('198.85505', '15.42285')",,,163.9627212,,8252.48,,116.2321679,,34.71,14.58,65,70,193.5788956,,,x,,x,x,,0.026548,0.449,RT,,,,,,,,,no,needs to be added to reduce
PG1121+423,NGC3675,0,"('171.16333', '42.02917')","('171.53575', '43.58592')",,,474.4725738,,1020.63,,17.2,,34.64,15.59,63,1,192.4525814,,,.SAS3..,,178,SA(s)b;HII     LINER,,0.002568,0.234,RT,no,no,no,2364,"2304, 2424",65pm10,1.29E13 pm 2.06E12,49.1pm 1.6,d:Lya,"d:Lya labeled at 2392, I measure 2364. Nothing with b<500kpc"
PG1121+423,NGC3675,0,"('171.16333', '42.02917')","('171.53575', '43.58592')",,,474.4725738,,1020.63,,17.2,,34.64,15.59,63,1,192.4525814,,,.SAS3..,,178,SA(s)b;HII     LINER,,0.002568,0.234,RT,no,no,no,2604,"2560, 2648",83pm8,1.79E13 pm 1.86E12,28.7pm 2.8,d:Lya,"d:Lya labeled at 2599, I measure 2604. Nothing with b<500 kpc"
PG1121+423,NGC3675,0,"('171.16333', '42.02917')","('171.53575', '43.58592')",,,474.4725738,,1020.63,,17.2,,34.64,15.59,63,1,192.4525814,,,.SAS3..,,178,SA(s)b;HII     LINER,,0.002568,0.234,RT,no,no,no,2695,"2650, 2740",50pm8,9.90E12 pm 1.73E12,32.1pm 2.6,d:Lya,"d:Lya labeled at 2700, I measure 2695. Nothing with b<500kpc"
PG1121+423,NGC3675,0,"('171.16333', '42.02917')","('171.53575', '43.58592')",,,474.4725738,,1020.63,,17.2,,34.64,15.59,63,1,192.4525814,,,.SAS3..,,178,SA(s)b;HII     LINER,,0.002568,0.234,RT,no,no,no,2987,"2937, 3037",64pm8,1.32E13 pm 1.85E12,29.8pm 2.7,d:Lya,"d:Lya labeled at 2998, I measure 2987. Nothing with b<500kpc"
PG1121+423,NGC3675,0,"('171.16333', '42.02917')","('171.53575', '43.58592')",,,474.4725738,,1020.63,,17.2,,34.64,15.59,63,1,192.4525814,,,.SAS3..,,178,SA(s)b;HII     LINER,,0.002568,0.234,RT,no,no,no,3153,"3098, 3208",50pm9,9.88E12 pm 1.89E12,35.4pm 2.3,d:Lya,"d:Lya labeled at 3156, I measure 3153. Nothing with b<500kpc"
PG1121+423,NGC3675,0,"('171.16333', '42.02917')","('171.53575', '43.58592')",,,474.4725738,,1020.63,,17.2,,34.64,15.59,63,1,192.4525814,,,.SAS3..,,178,SA(s)b;HII     LINER,,0.002568,0.234,RT,no,no,no,4341,"4286, 4396",95pm8,2.03E13 pm 1.92E12,34.8pm 2.9,d:Lya,"d:Lya labeled at 4357, I measure 4341. Nothing with b<500kpc"
PG1121+423,SDSSJ112418.74+420323.1,1,"('171.16333', '42.02917')","(171.07809, 42.05642)",,,129.2311645,x,7628,,107.436169,x,13.4,5.8,64.5,133,x,69,0,x,x,x,x,,0.024596,0.234,RT,no,no,no,7139,"7078, 7200",156pm7,3.64E13 pm 1.96E12, 37.7pm 2.2,d:Lya,"d:Lya labeled at 7144, I measure 7139"
PG1121+423,SDSSJ112418.74+420323.1,1,"('171.16333', '42.02917')","(171.07809, 42.05642)",,,129.2311645,x,7628,,107.436169,x,13.4,5.8,64.5,133,x,69,0,x,x,x,x,,0.024596,0.234,RT,no,no,no,7235,"7200, 7270",46pm6,9.17E12 pm 1.32E12,26.4pm 2.3,d:Lya,"d:Lya labeled at 7279, I measure 7235"
PG1121+423,SDSSJ112418.74+420323.1,1,"('171.16333', '42.02917')","(171.07809, 42.05642)",,,129.2311645,x,7628,,107.436169,x,13.4,5.8,64.5,133,x,69,0,x,x,x,x,,0.024596,0.234,RT,yes,yes,yes,7349,"7267, 7431",359pm7,1.27E14 pm 4.05E12,41.9pm 2.1,d:Lya,"d:Lya labeled at 7348, I measure 7349"
PG1121+423,NGC3675,0,"('171.16333', '42.02917')","('171.53575', '43.58592')",,,474.4725738,,1020.63,,17.2,,34.64,15.59,63,1,192.4525814,,,.SAS3..,,178,SA(s)b;HII     LINER,,0.002568,0.234,RT,no,no,no,10120,"10028, 10212",232pm7,5.41E13 pm 1.99E12,55.9pm 2.5,d:Lya,"d:Lya labeled at 10135, I measure 10120. I don't have galaxy information out this far"
RBS2070,MCG-05-01-020,4,"('359.7825', '-30.6275')","('359.90754', '-30.65583')",,,237.2931127,x,8677.05,,122.2119212,,34.6,18.69,57,115,-12.22583042,42,,x,,x,E,,0.029891,0.165,NP,yes,yes,yes,8966,"8832, 9110",777pm10,4.11E14 pm 1.91E13,76.8pm 1.8,yes,"center is 8971, 2dFGRSS357Z063 appears to be another name for the same galaxy"
3C351.0,NGC6310,7,"('256.1725', '60.74194')","('256.98946', '60.99017')",,,406.3431189,,3525.74,,49.65828781,,34.5,8.28,76,70,183.0981743,,,.S..3*/,,69,Sb: sp,,0.011405,0.3719,SP,no,no,no,3446,"3372, 3520",145pm15,3.19E13 pm 3.76E12,49.0pm 3.2,yes,"Lya labeled at 3481, I measure 3446. Lots of large galaxies around"
3C351.0,NGC6310,4,"('256.1725', '60.74194')","('256.98946', '60.99017')",,,406.3431189,,3525.74,,49.65828781,,34.5,8.28,76,70,183.0981743,,,.S..3*/,,69,Sb: sp,,0.011405,0.3719,SP,no,no,no,3608,"3539, 3677",194pm13,4.93E13 pm 4.09E12,39.3pm 2.3,yes,"Lya labeled at 3614, I measure 3608. Too many large galaxies nearby"
3C351.0,NGC6310,0,"('256.1725', '60.74194')","('256.98946', '60.99017')",,,406.3431189,,3525.74,,49.65828781,,34.5,8.28,76,70,183.0981743,,,.S..3*/,,69,Sb: sp,,0.011405,0.3719,SP,no,no,no,5192,"5118, 5266",206pm11,5.12E13 pm 3.33E12,44.5pm 2.7,yes,Lya labeled at 5192. SDSSJ170349.45+601806.1 at b=589kpc
3C351.0,SDSSJ170325.13+603944.4,1,"('256.1725', '60.74194')","(255.85472, 60.66234)",,,314.6773872,x,7327.7,,103.2071228,x,15.7,11.3,43.9,87,x,32,0,x,x,x,x,,0.024078,0.3719,SP,yes,yes,yes,7160,"7104, 7216",63pm11,1.29E13 pm 2.43E12,32.8pm 6.2,yes,"Lya labeled at 7192, I measure 7160"
HE1228+0131,NGC4527,,"('187.70833', '1.25583')","('188.53509', '2.65366')",,,423.1750641,,2031.05,,14.932,,34.39,11.69,70,70,140.593427,,,.SXS4..,,67,SAB(s)bc;HII   LINER,,0.005791,0.117,SP,,,,,,,,,yes,"done, original result"
HE1228+0131,NGC4517,12,"('187.70833', '1.25583')","('188.18996', '0.11503')",,,211.0427507,FALSE,1420.44,,9.765,69,32.78,4.15,82,83,x,20,NGC4517,.SAS6*/,81.5,83,SA(s)cd,,0.003764,0.117,SP,yes,yes,yes,1495,"1440, 1550",144pm3,3.60E13 pm 7.74E11,29.0pm 3.5,"d:Lya,Lya","d:Lya & Lya labeled at 1988 - I measure 1495 center, near NGC4517, 3C273.0; p"
HE1228+0131,NGC4517,12,"('187.70833', '1.25583')","('188.18996', '0.11503')",,,211.0427507,FALSE,1420.44,,9.765,69,32.78,4.15,82,83,x,20,NGC4517,.SAS6*/,81.5,83,SA(s)cd,,0.003764,0.117,SP,yes,yes,yes,1575,"1550, 1600",20pm2,3.86E12 pm 4.10E11,19.7pm 1.7,d:Lya,"d:Lya labeled at 1556 - I measure 1575, weak near NGC4517A, 3C273.0; p"
HE1228+0131,x,16,"('187.70833', '1.25583')","('x','x')",,,,,,,,,,,,,,,,,,,,,,0.117,SP,no,no,no,1707,"1600, 1814",598pm3,3.10E14 pm 3.61E12,56.2pm 1.9,"d:Lya, Lya","d:Lya near to Lya:1854(1575), near NGC4517, 3C273.0; p"
HE1228+0131,x,12,"('187.70833', '1.25583')","('x','x')",,,,,,,,,,,,,,,,,,,,,,0.117,SP,no,no,no,1860,"1814, 1906",68pm3,1.39E13 pm 5.91E11,33.3pm 3.2,d:Lya,"d:Lya labeled at 1854 - I measure 1860, near to with Lya:1709, near both NGC4517A and NGC4536, 3C273.0; p"
HE1228+0131,NGC4536,10,"('187.70833', '1.25583')","('188.61271', '2.18814')",,,347.2467113,FALSE,2102.59,,15.321,69,33.87,14.26,65,95,x,5,NGC4536,.SXT4..,64.7,130,SAB,,0.006031,0.117,SP,yes,yes,yes,2311,"2222, 2400",343pm3,1.27E14 pm 1.44E12,38.9pm 2.5,"d:Lya, Lya","near UGC07625 and IC3474, 3C273.0; p"
HE1228+0131,x,0,"('187.70833', '1.25583')","('x','x')",,,,,,,,,,,,,,,,,,,,,,0.117,SP,no,no,no,5000,"4942, 5058",20pm3,3.81E12 pm 5.19E11,41.4pm 2.7,d:Lya,"d:Lya labeled at 4991, I measure 5000, very weak"
HE1228+0131,x,2,"('187.70833', '1.25583')","('x','x')",,,,,,,,,,,,,,,,,,,,,,0.117,SP,no,no,no,7560,"7498, 7622",63pm3,1.28E13 pm 5.77E11,36.1pm 2.6,d:Lya,"d:Lya labeled at 7551, I measure 7560"
HE1228+0131,2MASXJ12303439+0116243,1,"('187.70833', '1.25583')","(187.64345, 1.27345)",,,158.8,,9612.8,,135.3912178,,17.8,15.7,28.3,45,209.8,29,x,x,x,x,S0/a,,0.031084,0.117,SP,yes,yes,yes,9239,"9140, 9308",249pm3,6.04E13 pm 7.84E11,53.1pm 2.2,"Lya, d:Lya","Lya labeled at 9239, d:Lya at 9235 _ I measure 9224, far away, but the only galaxy in field"
3C273.0,NGC4527,,"('187.27792', '2.05222')","('188.53509', '2.65366')",,,362.9471282,,2031.05,,14.932,,34.39,11.69,70,70,174.4251748,,,.SXS4..,,67,SAB(s)bc;HII   LINER,,0.005791,0.1583,SP,,,,,,,,,yes,"done, original result"
3C273.0,x,9,"('187.27792', '2.05222')","('x','x')",,,,,,,,,,,,,,,,,,,,,,0.1583,SP,no,no,no,1013,"910, 1116",376pm3,1.33E14 pm 1.07E12,44.5pm 2.3,Lya,"strong, I measure center at 1010, near NGC4536 - see Lya:1582; p"
3C273.0,NGC4517,12,"('187.27792', '2.05222')","(188.18996, 0.11503)",,,364.9041481,x,1420.4,,9.765,x,32.8,4.1,82.7,x,x,57,NGC4517,.SAS6*/,81.5,83,SA(s)cd: sp    HII,,0.003764,0.1583,SP,no,no,no,1582,"1482, 1720",375pm3,1.44E14 pm 1.09E12,44.3pm 2.7,Lya,"UGC07612 also nearby, double labels, center is 1601, originally yes - changed to no on 6/18/15; p"
3C273.0,x,11,"('187.27792', '2.05222')","('x','x')",,,,,,,,,,,,,,,,,,,,,,0.1583,SP,no,no,no,2156,"2088, 2248",57pm2,1.09E13 pm 5.00E11,61.1pm 2.7,"Lya, d:INSTR","weak, center is 2168, double labels; p"
3C273.0,x,9,"('187.27792', '2.05222')","('x','x')",,,,,,,,,,,,,,,,,,,,,,0.1583,SP,no,no,no,2298,"2248, 2344",31pm2,5.99E12 pm 3.51E11,36.4pm 1.9,"Lya, d:INSTR","weak, center is 2296, double labels; p"
3C273.0,x,0,"('187.27792', '2.05222')","('x','x')",,,,,,,,,,,,,,,,,,,,,,0.1583,SP,no,no,no,7862,"7810, 7912",42pm1,8.34E12 pm 3.04E11,30.9pm 2.9,"Lya, d:Lya",center is 7861
3C273.0,SDSSJ122840.21+015426.8,1,"('187.27792', '2.05222')","(187.16757, 1.90745)",,,406.3,TRUE,9082.5,,127.9,x,6.3,5.6,28.1,69,x,75,x,x,x,x,x,,x,0.1583,SP,yes,yes,yes,8832,"8738, 8922",139pm2,2.96E13 pm 4.10E11,51.9pm 2.1,"Lya, d:Lya",center is 8830
3C273.0,SDSSJ122830.42+020630.6,1,"('187.27792', '2.05222')","(187.12675, 2.1085)",,,402,,10143.7,,142.8684023,x,12.5,10.8,29.9,132,x,65,,x,x,x,x,,x,0.1583,SP,yes,yes,yes,9837,"9782, 9884",40pm2,7.77E12 pm 3.14E11,30.9pm 2.8,"Lya, d:Lya",center is 9833
RX_J1342.1+0505,CGCG045-071,,"('205.5275', '5.08972')","('205.34403', '5.04011')",,,341.2155551,,7330.01,,103.2395554,,33.99,9.51,74,175,79.86432641,,,x,,x,Sb(f),,0.023508,0.266,DG,,,,,,,,,no,needs to be downloaded
SDSSJ151237.15+012846.0,CGCG021-049,,"('228.155', '1.47944')","('228.18209', '1.46487')",,,68.14797535,,9014.97,,126.9714565,,33.98,27.86,35,170,-51.71818941,,,x,,x,x,,0.029334,0.265,RT,,,,,,,,,no,needs to be added to reduce
LBQS1230-0015,NGC4536,,"('188.26708', '0.52611')","('188.61271', '2.18814')",,,453.9322149,,2102.59,,15.321,,33.87,14.26,65,x,61.74335473,,,.SXT4..,,130,SAB(rs)bc;HII  Sbrst,,0.006031,0.471,RT,,,,,,,,,no,"needs to be added to reduce, original name = SDSSJ123304.05-003134.1"
RX_J1429.6+0321,UGC09277,,"('217.41958', '3.35722')","('217.1388', '3.26201')",,,354.7055941,,8855.72,,68.65,,33.75,8.77,75,45,206.2625888,,,x,,x,Sb(f),,0.028687,0.253,RT,,,,,,,,,no,"needs to be added to reduce, original name = SDSSJ142940.74+032125.8"
KISSR40,NGC4274,,"('185.59833', '29.44361')","('184.9608', '29.61448')",,,170.5275808,,1217.25,,16.833,,33.61,15.12,63,100,5.006157125,,,RSBR2..,,102,(R)SB(r)ab     LINER,,0.003102,0.0262,DG,,,,,,,,,no,messy spectrum
PG1626+554,NGC6182,,"('246.98417', '55.37556')","('247.39168', '55.51778')",,,351.8715466,,5274.59,,74.28998699,,33.6,11.42,70,145,105.7601446,,,x,,x,Sa,,0.017139,0.133,SP,,,,,,,,,yes,"done, original result"
PG1626+554,NGC6182,,"('246.98417', '55.37556')","('247.39168', '55.51778')",,,351.87,TRUE,5274.59,,74.29,20,33.6,11.42,70,145,93.44081548,93.44081548,0,x,x,x,Sa,,0.017139,0.133,SP,,,,,,no,,,yes,
PG1626+554,x,0,"('246.98417', '55.37556')","('x','x')",,,,,,,,,,,,,,,,,,,,,,0.133,SP,no,no,no,8253,"8210, 8296",70pm5,1.47E13 pm 1.22E12,27.2pm 2.3,d:Lya,"d:Lya labeled at 8263 _ I measure 8253, no galaxy within 2000 kpc and 1000 km/s"
KUV08054+3958,CGCG207-035,,"('122.18417', '39.81444')","('122.11217', '39.96441')",,,251.9508169,,6413,,90.32395719,,33.41,16.04,61,160,-5.642870723,,,x,,x,x,,0.020928,0.0911,DG,,,,,,,,,no,"needs to be downloaded, original name = SDSSJ080844.26+394852.3"
CSO1308,UGC07353,,"('185.27875', '45.81444')","('184.7396', '47.30397')",,,199.4254674,,695.49,,7.444,,33.17,16.26,61,160,0.103440849,,,.SXS4..,,150,SAB(s)bc;LINER Sy1.9,,0.001494,0.525,RT,,,,,,,,,no,"needs to be added to reduce, original name = SDSSJ122106.90+454852.0"
PG1206+459,UGC07353,,"('182.24167', '45.67667')","('184.7396', '47.30397')",,,307.5785183,,695.49,,7.444,,33.17,16.26,61,160,76.91500065,,,.SXS4..,,150,SAB(s)bc;LINER Sy1.9,,0.001494,1.158,SP,,,,,,,,,no,looks promising
SDSSJ134822.30+245650.0,CGCG132-013,,"('207.09292', '24.94722')","('207.07432', '25.12389')",,,401.2666252,,9197.81,,129.5465788,,32.85,17.08,59,90,83.99115028,,,x,,x,x,,0.029756,0.293,RT,,,,,,,,,no,needs to be added to reduce
PG1307+085,CGCG072-007,,"('197.44583', '8.32972')","('197.31227', '8.53172')",,,439.8537278,,7413.25,,104.411924,,32.75,20.96,50,10,136.5359521,,,x,,x,x,,0.023746,0.155,SP,,,,,,,,,yes,"done, original result"
PG1307+085,CGCG072-007,2,"('197.44583', '8.32972')","('197.31227', '8.53172')",,,439.85,TRUE,7413.25,,104.41,23,32.75,20.96,50,10,136.806763,20,0,x,x,x,x,,0.023746,0.155,SP,yes,yes,yes,7286,"7245, 7327",64pm7,1.35E13 pm 1.66E12,28.0pm 2.4,d:Lya,"d:Lya labeled at 7279 - I measure 7286, companion galaxy SDSSJ130918.61+083008.; p"
PG1307+085,x,0,"('197.44583', '8.32972')","('x','x')",,,,,,,,,,,,,,,,,,,,,,0.155,SP,no,no,no,3579,"3550, 3608",33pm6,6.68E12 pm 1.38E12,19.6pm 2.6,d:Lya,d:Lya labeled at 3570. No galaxy with b<500kpc
RX_J1017.5+4702,NGC3198,,"('154.37875', '47.04028')","('154.97897', '45.54962')",,,377.716174,,884.95,,13.987,,32.33,11.32,70,40,118.0693286,,,.SBT5..,,35,SB(rs)c,,0.002212,0.335,PL,,,,,,,,,no,"public on 01/30/15, original name = PC1014+4717"
SDSSJ101622.60+470643.0,NGC3198,,"('154.09417', '47.11194')","('154.97897', '45.54962')",,,409.5094594,,884.95,,13.987,,32.33,11.32,70,40,110.4776034,,,.SBT5..,,35,SB(rs)c,,0.002212,0.822,NP,,,,,,,,,no,not available
SDSSJ164251.06+392408.9,SDSSJ164324.91+392059.8,,"('250.71292', '39.4025')","('250.85382', '39.34997')",,,278.357621,,9364.44,,131.8935159,,32.13,5.46,80,92,18.44857359,,,x,,x,Sb(f),,0.030765,2.382,PL,,,,,,,,,no,needs to be downloaded
RX_J1223.2+0922,VCC0665,,"('185.82417', '9.38556')","('185.93576', '9.33814')",,,216.3452451,,7341.38,,103.3996908,,31.93,8.94,74,115,-1.970786228,,,x,,x,Sb,,0.023489,0.681,RT,,,,,,,,,no,"needs to be added to reduce, original name = QSO1220+0939"
SDSSJ095914.80+320357.0,CGCG153-007,,"('149.81167', '32.06583')","('149.71388', '32.07308')",,,169.3406343,,8281.35,,116.6386632,,31.89,22.33,46,160,-65.75934618,,,x,,x,(R)SABbc(r),,0.026844,0.563,RT,,,,,,,,,no,needs to be added to reduce
RX_J1232.5+0603,NGC4526,,"('188.14958', '6.05278')","('188.51263', '7.69914')",,,447.1362649,,746.62,,15.201,,31.84,10.61,71,x,79.43171827,,,.LXS0*.,,113,SAB(s)0^0^:,,0.001494,0.085,PL,,,,,,,,,no,"public 07/11/15, original name = RXS_J1232.5+0603"
SDSSJ123647.80+060048.0,NGC4526,,"('189.19917', '6.01333')","('188.51263', '7.69914')",,,482.4323693,,746.62,,15.201,,31.84,10.61,71,x,44.84811792,,,.LXS0*.,,113,SAB(s)0^0^:,,0.001494,1.278,RT,,,,,,,,,no,needs to be added to reduce
