Target,center,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,likelihood,likelihood_1.5,virialRadius,d^1.5,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),radialVelocity (km/s),vel_diff,distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,final_morphology,galaxyRedshift,AGNredshift,spectrumStatus,include,include_vir,include_custom,Lya_v,vlimits,Lya_W,Na,b,identified,source,comment
SBS0957+599,3066,MCG+10-15-001,3,"('150.26083333333332', '59.73722222222222')","('150.50403', '59.25232')",1.23E-08,1.82E-46,90.32839293,35.98651136,366.1785208,x,2977,2799,-267,41.93,x,10.9,9.1,34,152,13.8,-99.99,x,-99.99,-99,E0,E0,0.009337,,x,0,FALSE,FALSE,3066,"2997, 3139",203pm14,4.85E13 pm 4.21E12,46.9pm 2.0,Lya,pilot,center is 3068 : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH
MRK290,3105,NGC5987,2,"('233.96791666666667', '57.9025')","('234.98904', '58.07953')",0.087663281,0.746510291,311.6475013,531.3195046,463.1533963,x,3170,3010,-95,46.6,x,65.6,28.2,65,60,11.9,250.12,.S..3..,-99.99,165,Sb,Sb,0.01004,0.0296,x,1,TRUE,TRUE,3105,"2966, 3170",511pm5,2.01E14 pm 3.76E12,57.0pm 2.6,done,pilot,center is 3068
QSO1500-4140,3141,NGC5786,2,"('225.89125', '-41.873333333333335')","('224.73442', '-42.01336')",0.001214101,0.000319157,182.0584672,165.1390354,453.414287,x,3124,2998,-143,29.8,x,30.1,13.8,63,80,0.8,140.65,PSBS4..,0.49,63,(R'_2)SAB(s)bc,(R'_2)SAB(s)bc,0.01,0.335,x,2,FALSE,FALSE,3141,"3100, 3184",177,5.06E+13,27.1,Lya,salt, : VIRIAL AND CUSTOM INCLUDE MISMATCH
MRC2251-178,3205,PGC069976,3,"('343.52458333333334', '-17.581944444444446')","('343.6474', '-18.00054')",2.03E-05,3.49E-25,97.63112263,42.61276804,319.5058844,x,2991,3267,62,42.12,x,12.2,7.3,53,40,55.6,75.54,.IBS9..,-99.99,40,IB(s)m,IB(s)m,0.010898,0.06609,x,0,FALSE,FALSE,3205,"3116, 3318",335,9.38E+13,52.9,Lya,salt,blended with 3061 : VIRIAL AND CUSTOM INCLUDE MISMATCH
MRK290,3207,NGC5987,3,"('233.96791666666667', '57.9025')","('234.98904', '58.07953')",0.041633416,0.354535827,311.6475013,531.3195046,463.1533963,x,3170,3010,-197,46.6,x,65.6,28.2,65,60,11.9,250.12,.S..3..,-99.99,165,Sb,Sb,0.01004,0.0296,x,1,TRUE,TRUE,3207,"3166, 3308",319pm4,1.11E14 pm 2.43E12,39.8pm 3.1,done,pilot,center is 3237
SBS0957+599,3273,MRK0025,2,"('150.26083333333332', '59.73722222222222')","('150.96616', '59.43619')",2.02E-09,2.46E-57,85.70018273,32.09830214,363.6182085,x,3167,2989,-284,44.61,x,10.1,8.8,28,35,84.7,32.97,.E?....,-99.99,-99,E/S0_HII,E/S0_HII,0.009969,,x,0,FALSE,FALSE,3273,"3186, 3356",289pm15,8.75E13 pm 6.04E12,42.3pm 3.7,Lya,pilot,center is 3271 : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH
SBS1537+577,3279,NGC5987,4,"('234.54166666666666', '57.603611111111114')","('234.98904', '58.07953')",0.023805812,0.168727075,311.6475013,531.3195046,432.8199876,x,3170,3010,-269,46.6,x,65.6,28.2,65,60,33.3,250.12,.S..3..,-99.99,165,Sb,Sb,0.01004,0.0734,x,2,FALSE,TRUE,3279,"3174, 3380",358pm30,9.55E13 pm 1.07E13,64.4pm 2.7,Lya,pilot,center is 3277 : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH
RX_J2043.1+0324,3287,x,0,"('310.7758333', '3.413888889')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,0,FALSE,FALSE,3287,"3211, 3347",91pm14,1.85E13 pm 3.00E12,49.8pm 3.2,Lya,pilot,center is 3279 : NO GALAXIES : NO GALAXIES
PG1302-102,3448,NGC4939,1,"('196.3875', '-10.555555555555555')","('196.05996', '-10.33961')",0.016782382,0.047896395,228.7323942,271.2195771,253.8131615,x,3382,3110,-338,37.5,x,41.9,28.9,46,5,61.2,329.72,.SAS4..,0.51,10,SA(s)bc_Sy2,SA(s)bc_Sy2,0.010374,0.2784,x,1,TRUE,TRUE,3448,"3402, 3492",72,1.50E+13,29.4,Lya,salt,in pilot paper : ONLY 1 GALAXY
MRK876,3478,UGC10294,1,"('243.48833333333334', '65.71972222222222')","('243.34246', '65.41842')",0.102598866,0.063989382,182.4755959,165.9626705,274.3226953,x,3632,3504,26,51.15,x,30.2,19.6,49,4,7.3,109.18,.S..9?.,0.65,5,Sm?,Sm?,0.011688,,x,1,TRUE,TRUE,3478,"3322, 3588",280pm3,7.92E13 pm 9.77E11,52.3pm 2.7,"Lya, d:Lya",pilot,center is 3455 : ONLY 1 GALAXY : ONLY 1 GALAXY
3C351.0,3481,NGC6310,5,"('256.17333333333335', '60.74138888888889')","('256.98946', '60.99017')",0.010483529,0.025718835,217.6880449,243.5549219,459.8244486,x,3526,3419,-62,56.2,x,39,9.4,76,70,12,119.72,.S..3*/,-99.99,69,Sb:_sp,Sb:_sp,0.011405,0.3719,x,2,FALSE,TRUE,3481,"3372, 3520",145pm15,3.19E13 pm 3.76E12,49.0pm 3.2,Lya,pilot,"Lya labeled at 3481, I measure 3446. Lots of large galaxies around : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH"
PG0832+251,3536,x,0,"('128.89958', '24.99472')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,0,FALSE,FALSE,3536,"3442, 3672",115pm18,2.29E13 pm 3.88E12,86.6pm 3.2,Lya,pilot,center is 3557 : NO GALAXIES : NO GALAXIES
SBS1537+577,3549,SDSSJ153802.75+573018.3,3,"('234.54166666666666', '57.603611111111114')","('234.5115', '57.50508')",0.313237642,0.000212704,84.52560428,31.14962279,90.50135324,x,3687,3525,-24,51.93,x,9.9,1.8,80,24,14.7,-99.99,x,-99.99,-99,Sd(f),Sd(f),0.011759,0.0734,x,1,TRUE,FALSE,3549,"3456, 3670",447pm28,1.40E14 pm 1.38E13,53.2pm 3.6,Lya,pilot,center is 3563 : VIRIAL VS CUSTOM RESULT MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH
H1101-232,3565,MCG-04-26-019,2,"('165.90708333333333', '-23.491944444444446')","('165.70883', '-23.59161')",0.311406578,0.216581547,174.8999376,151.3482871,181.9762954,x,3846,3623,58,50.3,x,28.4,11.9,65,35,26.3,90.81,PSXT2..,-99.99,30,(R:)SA:(s)ab_HII,(R:)SA:(s)ab_HII,0.012086,0.186,x,1,TRUE,TRUE,3565,"3460, 3678",563,2.79E+14,56.1,Lya,salt,in pilot paper as 3580
RBS1795,3593,x,0,"('328.7125', '-44.23472')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.344,x,0,FALSE,FALSE,3593,"3550, 3624",35pm5,6.83E12 pm 1.05E12,29.7pm 1.8,"d:Lya, OVI",pilot,"weak, I don't believe the OVI label, no galaxies within 2000kpc and 1000 km/s, center is 3587 : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES"
3C351.0,3614,MRK0892,4,"('256.17333333333335', '60.74138888888889')","('256.56603', '60.7052')",0.02283026,1.27E-10,92.03657223,37.48236919,178.926374,x,3725,3617,3,52.46,x,11.2,5.5,61,170,69.3,-99.99,x,-99.99,-99,Pair,Pair,0.012064,0.3719,x,2,TRUE,FALSE,3614,"3539, 3677",194pm13,4.93E13 pm 4.09E12,39.3pm 2.3,Lya,pilot,"Lya labeled at 3614, I measure 3608. Too many large galaxies nearby : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL VS CUSTOM RESULT MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL VS CUSTOM RESULT MISMATCH"
IRAS_Z06229-6434,3689,x,0,"('95.78208', '-64.60528')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.1289,x,0,FALSE,FALSE,3689,"3595, 3755",284pm6,8.98E13 pm 2.51E12,39.0pm 2.6,d:Lya,pilot,"center is 3675, no galaxies within 1000 km/s and 800 km/s : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES"
TON1009,3792,MCG+06-20-036NED01,2,"('137.27583333333334', '32.608333333333334')","('137.33077', '33.12324')",1.91E-10,3.10E-43,105.2305516,50.15432185,495.7145576,x,3901,3705,-87,54.94,x,13.6,6.1,63,102,83.1,-99.99,x,-99.99,-99,x,x,0.012359,0.809,x,0,FALSE,FALSE,3792,"3750, 3832",132pm12,3.44E13 pm 3.81E12,26.3pm 2.5,Lya,pilot,Lya labeled at 3792 _ I measure 3791. Ambigous : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH
PG1216+069,3813,PG1216+069:[CM2009]06433,1,"('184.83708333333334', '6.643888888888889')","('184.76552', '6.56194')",0.041612454,8.28E-22,61.87924115,15.8128745,110.161661,x,4131,3833,20,58.18,x,6.3,3,61,156,64.9,-99.99,x,-99.99,-99,x,x,0.012787,0.3313,x,1,TRUE,FALSE,3813,"3692, 3934",360pm10,9.78E13 pm 3.17E12,62.7pm 2.3,"Lya, d:Lya",pilot,"Lya labeled at 3775, 3812, d:Lya labeled at 3797, center is 3797 : ONLY 1 GALAXY : ONLY 1 GALAXY : ONLY 1 GALAXY : ONLY 1 GALAXY"
1H0717+714,3839,x,0,"('110.47208', '71.34333')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.5003,x,0,FALSE,FALSE,3839,"3785, 3905",45pm5,8.76E12 pm 1.04E12,41.2pm 2.5,d:Lya,pilot,"d:Lya labeled at 3839 - seems wrong, weak; p : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES"
HE0439-5254,3853,PGC015802,1,"('70.05', '-52.805')","('70.18337', '-52.75828')",1.072761371,0.081818333,108.9386191,54.07593735,85.41865493,x,3738,3871,18,52.5,x,14.3,2.7,79,35,24.9,99.58,.S.4*P/,0.19,64,Sbc:_pec_sp,Sbc:_pec_sp,0.012912,1.053,x,1,TRUE,TRUE,3853,"3777, 3923",322,1.03E+14,41.5,Lya,salt,hard to fit cont : ONLY 1 GALAXY
HE0435-5304,3936,x,0,"('69.21208333', '-52.97972222')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.42616,x,0,FALSE,FALSE,3936,"3875, 3999",88,1.82E+13,42.3,Lya,salt, : NO GALAXIES
RBS567,3947,PGC015802,1,"('69.91125', '-53.191944444444445')","('70.18337', '-52.75828')",2.16E-07,1.38E-27,108.9386191,54.07593735,424.7848846,x,3738,3871,-76,52.5,x,14.3,2.7,79,35,14.4,99.58,.S.4*P/,0.19,64,Sbc:_pec_sp,Sbc:_pec_sp,0.012912,0.243,x,0,FALSE,FALSE,3947,"3904, 3996",93,2.01E+13,32.7,Lya,salt, : ONLY 1 GALAXY
HE0429-5343,3949,x,0,"('67.66666667', '-53.61555556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.04001,x,0,FALSE,FALSE,3949,"3895, 3993",158,3.96E+13,31,Lya,salt, : NO GALAXIES
MS1228.6+1219,3956,x,0,"('187.8045833', '12.05194444')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,0,FALSE,FALSE,3956,"3942, 3996",44pm11,9.23E12 pm 2.42E12,22.6pm 3.1,Lya,pilot,center is 3969 : NO GALAXIES : NO GALAXIES
2dFGRS_S393Z082,4052,x,0,"('41.25333', '-30.12306')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.34,x,0,FALSE,FALSE,4052,"4003, 4055",36pm13,7.41E12 pm 2.81E12,18.7pm 2.7,done,pilot,center is 4029 : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES
RX_J0714.5+7408,4074,UGC03717,1,"('108.65083333333334', '74.1361111111111')","('108.31017', '73.84314')",0.112613753,0.143400619,209.9225966,225.0622136,286.2109219,x,4269,4188,114,53.3,x,37,17.8,61,115,82.6,125.36,.S..4..,0.36,103,Sbc,Sbc,0.01397,0.371,x,1,TRUE,TRUE,4074,"4030, 4114",58pm7,1.18E13 pm 1.65E12,29.0pm 2.0,done,pilot,center is 4072 : ONLY 1 GALAXY : ONLY 1 GALAXY : ONLY 1 GALAXY : ONLY 1 GALAXY
SBS1537+577,4077,SBS1540+576,1,"('234.54166666666666', '57.603611111111114')","('235.29007', '57.53141')",1.82E-24,0,54.20536924,11.85782442,388.6966786,x,3878,3717,-360,54.61,x,5.2,3,55,36,64.2,-99.99,x,-99.99,-99,x,x,0.012399,0.0734,x,0,FALSE,FALSE,4077,"4032, 4148",72pm25,1.47E13 pm 5.48E12,45.0pm 3.8,Lya,pilot,center is 4090 : VIRIAL AND CUSTOM INCLUDE MISMATCH : ONLY 1 GALAXY : ONLY 1 GALAXY : ONLY 1 GALAXY
RX_J2043.1+0324,4080,NGC6954,1,"('310.77625', '3.4144444444444444')","('311.01325', '3.20944')",0.037286957,0.006926885,165.8706194,134.8756724,300.6281637,x,3907,4067,-13,55.02,x,26.3,15.3,55,65,65.9,60,.LA.+?.,0.62,68,SA0+?,SA0+?,0.013566,,x,1,TRUE,FALSE,4080,"4033, 4127",82pm10,1.73E13 pm 2.44E12,33.5pm 1.8,Lya,pilot,center is 4080 : ONLY 1 GALAXY : ONLY 1 GALAXY
RX_J2139.7+0246,4083,UGC11785,1,"('324.93416666666667', '2.7683333333333335')","('324.8615', '2.82711')",1.497539531,1.552827583,209.5309551,224.150416,112.3091259,x,3860,4074,-9,68.9,x,36.9,6.6,80,60,69,104.27,.S..6?/,0.13,61,Sd,Sd,0.013589,,x,1,TRUE,TRUE,4083,"3977, 4123",490pm7,2.38E14 pm 1.28E13,50.1pm 3.1,Lya,pilot,center is 4050 : ONLY 1 GALAXY : ONLY 1 GALAXY
PG1001+054,4092,UGC05432,4,"('151.08375', '5.216666666666667')","('151.22461', '5.06264')",0.078182004,0.137963568,223.0504696,256.7864171,339.2634144,x,4238,3995,-97,93.3,x,40.4,33.1,35,60,77.7,65.79,.E...*.,-99.99,-99,E:,E:,0.013326,,x,1,TRUE,TRUE,4092,"4020, 4174",222pm10,5.41E13 pm 2.85E12,46.9pm 2.1,Lya,pilot,center is 4097
SDSSJ080838.80+051440.0,4158,x,0,"('122.16167', '5.24444')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.361,x,0,FALSE,FALSE,4158,"4080, 4236",189pm23,4.30E13 pm 6.24E12,56.5pm 2.8,no,pilot,"Not labeled, looks like Lya to me : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES"
RX_J2139.7+0246,4181,UGC11785,1,"('324.93416666666667', '2.7683333333333335')","('324.8615', '2.82711')",1.127072371,1.168683049,209.5309551,224.150416,112.3091259,x,3860,4074,-107,68.9,x,36.9,6.6,80,60,69,104.27,.S..6?/,0.13,61,Sd,Sd,0.013589,,x,1,TRUE,TRUE,4181,"4121, 4281",529pm7,2.65E14 pm 1.39E13,54.2pm 3.6,Lya,pilot,center is 4201 : ONLY 1 GALAXY : ONLY 1 GALAXY
RX_J0714.5+7408,4264,UGC03717,1,"('108.65083333333334', '74.1361111111111')","('108.31017', '73.84314')",0.134890569,0.171767573,209.9225966,225.0622136,286.2109219,x,4269,4188,-76,53.3,x,37,17.8,61,115,82.6,125.36,.S..4..,0.36,103,Sbc,Sbc,0.01397,0.371,x,1,TRUE,TRUE,4264,"4164, 4354",410pm9,1.70E14 pm 7.19E12,43.8pm 2.6,done,pilot,"very likely Lya, but not yet fully identified, center is 4259 : ONLY 1 GALAXY : ONLY 1 GALAXY : ONLY 1 GALAXY : ONLY 1 GALAXY"
TON1009,4285,IC2439,2,"('137.27583333333334', '32.608333333333334')","('137.16024', '32.59295')",0.236761384,0.000133929,90.89938664,36.48287269,108.9201673,x,4495,4299,14,63.3,x,11,3.5,71,30,51,-99.99,.L?....,-99.99,-99,S0?,S0?,0.01434,0.809,x,2,FALSE,FALSE,4285,"4200, 4390",343pm17,1.26E14 pm 1.06E13,42.1pm 3.5,Lya,pilot,"Lya labeled at 4285 _ I measure 4295, loose galaxy group : VIRIAL AND CUSTOM INCLUDE MISMATCH"
3C66A,4303,x,0,"('35.665', '43.03556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.444,x,0,FALSE,FALSE,4303,"4282, 4324",24pm4,4.93E12 pm 9.03E11,15.6pm 2.1,d:X,pilot,"weak, labeled d:X?, center is 4303 : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES"
LBQS1230-0015,4308,x,0,"('188.2670833', '-0.526111111')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.47095,x,0,FALSE,FALSE,4308,"4273, 4333",28,5.48E+12,24.7,Lya,salt,"in pilot paper, super weak/dubious : NO GALAXIES"
RBS567,4332,x,0,"('69.91125', '-53.19194444')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.243,x,0,FALSE,FALSE,4332,"4284, 4366",50,1.02E+13,33.2,Lya,salt,weak : NO GALAXIES
SDSSJ080838.80+051440.0,4351,x,0,"('122.16167', '5.24444')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.361,x,0,FALSE,FALSE,4351,"4272, 4386",187pm20,4.69E13 pm 6.39E12,39.2pm 1.6,done,pilot,center is 4329 : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES
MRC2251-178,4373,x,0,"('343.52458', '-17.58194')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.0661,x,0,FALSE,FALSE,4373,"4308, 4376",22pm3,4.36E12 pm 6.54E11,22.4pm 3.0,Lya,pilot,"Lya labeled at 4323, d:INSTR labeled at 4362.5, center is 4342 : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES"
MRK876,4508,x,0,"('243.48833', '65.71944')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,0,FALSE,FALSE,4508,"4469, 4525",16pm2,3.00E12 pm 3.33E11,21.3pm 1.2,d:Lya,pilot,"center is 4497, weak : NO GALAXIES : NO GALAXIES"
SDSSJ135726.27+043541.4,4540,NGC5434,1,"('209.35958333333332', '4.594722222222222')","('210.84644', '9.44809')",6.62E-67,0,27.06075969,2.618969263,333.7732051,x,4914,4640,100,3.77,x,1.9,1.6,31,35,18,109.18,.SA.5..,1,-99,SAc,SAc,0.015477,1.23453,x,0,FALSE,FALSE,4540,"4507, 4555",34,7.07E+12,14.9,Lya,salt,weak : ONLY 1 GALAXY
SDSSJ140428.30+335342.0,4621,x,0,"('211.11792', '33.895')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.549,x,0,FALSE,FALSE,4621,"4606, 4642",34pm15,7.44E12 pm 3.52E12,11.9pm 4.1,working,pilot,center is 4624 : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES
HE0238-1904,4631,x,0,"('40.13583', '-18.86417')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.631,x,0,FALSE,FALSE,4631,"4508, 4672",147pm5,3.20E13 pm 1.12E12,54.7pm 3.6,d:Lya,pilot,"d:Lya labeled at 4631, I measure 4590. No galaxies nearby : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES"
MRK290,4654,x,0,"('233.96792', '57.9025')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.0296,x,0,FALSE,FALSE,4654,"4630, 4694",45pm14,933E12 pm 3.07E12,22.6pm 4.1,done,pilot,"only in HRS data, very faint, center is 4662 : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES"
HE0439-5254,4656,x,0,"('70.05', '-52.805')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1.053,x,0,FALSE,FALSE,4656,"4614, 4690",64,1.33E+13,29.8,Lya,salt,hard to fit cont : NO GALAXIES
LBQS1230-0015,4678,x,0,"('188.2670833', '-0.526111111')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.47095,x,0,FALSE,FALSE,4678,"4665, 4697",15,2.99E+12,10.5,Lya,salt,"in pilot paper, super weak/dubious : NO GALAXIES"
MRC2251-178,4698,x,0,"('343.5245833', '-17.58194444')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.06609,x,0,FALSE,FALSE,4698,"4674, 4720",20,3.88E+12,15.6,Lya,salt,weak : NO GALAXIES
SDSSJ021218.32-073719.8,4756,SDSSJ021315.79-073942.7,6,"('33.07625', '-7.622222222222222')","('33.31582', '-7.66188')",0.009374021,1.13E-06,124.7323146,72.58115458,268.1429481,x,4532,4800,44,63.82,x,17.4,11.2,50,129,29.5,-99.99,x,-99.99,-99,Sb,Sb,0.016011,,x,0,FALSE,FALSE,4756,"4624, 4804",528pm15,2.24E14 pm 1.62E13,56.7pm 2.9,f:Lya,pilot,center is 4714 : VIRIAL AND CUSTOM INCLUDE MISMATCH
RX_J1356.4+2515,4762,x,0,"('209.10667', '25.25639')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,0,FALSE,FALSE,4762,"4662, 4874",127pm25,2.66E13 pm 5.43E12,72.5pm 5.1,Lya,pilot,center is 4768 : NO GALAXIES : NO GALAXIES
SDSSJ021218.32-073719.8,4833,SDSSJ021315.79-073942.7,6,"('33.07625', '-7.622222222222222')","('33.31582', '-7.66188')",0.009574632,1.15E-06,124.7323146,72.58115458,268.1429481,x,4532,4800,-33,63.82,x,17.4,11.2,50,129,29.5,-99.99,x,-99.99,-99,Sb,Sb,0.016011,,x,2,FALSE,FALSE,4833,"4804, 4994",500pm17,2.03E14 pm 1.53E13,58.3pm 2.9,f:Lya,pilot,center is 4899 : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH
RX_J1330.8+3119,4839,UGC08496,7,"('202.72208333333333', '31.325277777777778')","('202.57235', '31.333')",0.904393792,0.750977206,180.8044945,162.6763412,160.7063725,x,5102,4827,-12,71.86,x,29.8,14.9,60,-99,12.5,80.94,.S?....,-99.99,-99,S?,S?,0.016101,0.241,x,1,TRUE,TRUE,4839,"4735, 4943",413pm16,1.42E14 pm 9.19E12,51.4pm 2.6,f:Lya,pilot,"good. Several other, closer galaxies. Just a bit too ambiguous, center is 4839 : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH"
SDSSJ080838.80+051440.0,4848,x,0,"('122.16167', '5.24444')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.361,x,0,FALSE,FALSE,4848,"4769, 4895",158pm22,3.73E13 pm 6.01E12,41.7pm 3.9,done,pilot,center is 4832 : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES
RBS1768,4869,x,0,"('324.7079167', '-38.47777778')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.18299,x,0,FALSE,FALSE,4869,"4820, 4902",39,7.79E+12,29.7,Lya,salt,in pilot paper : NO GALAXIES
PG1211+143,4933,x,0,"('183.57375', '14.05361')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.0804,x,0,FALSE,FALSE,4933,"4870, 4970",150pm6,3.60E13 pm 1.95E12,33.5pm 2.9,Lya,pilot,"center is 4920, blended with Lya:5033 : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES"
HE0429-5343,4951,x,0,"('67.66666667', '-53.61555556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.04001,x,0,FALSE,FALSE,4951,"4888, 5006",134,3.10E+13,34.1,Lya,salt, : NO GALAXIES
PKS2005-489,4967,PGC064185,1,"('302.35583333333335', '-48.83166666666666')","('302.41312', '-49.33172')",0.000134393,3.36E-07,158.8403728,122.7567636,473.4893349,x,4800,4933,-34,54.1,x,24.7,5.2,78,15,19.3,79.1,.S..3./,0.21,12,Sb,Sb,0.016455,0.071,x,0,FALSE,FALSE,4967,"4885, 5023",280pm6,8.15E13 pm 2.59E12,41.4pm 2.6,done,pilot,center is 4954. several galaxies with b>500 kpc : NO GALAXIES : NO GALAXIES : NO GALAXIES : ONLY 1 GALAXY
HE0241-3043,4978,2PIGGSGPGALB+0.70174-0.53207,3,"('40.90708333333333', '-30.513333333333332')","('40.74121', '-30.27375')",-99.99,-99.99,-99.99,-99.99,328.4114232,x,4788,5031,53,67.43,x,-99.99,-99.99,-99,-99,68.2,-99.99,x,-99.99,-99,x,x,0.016782,,x,0,FALSE,FALSE,4978,"4951, 5009",51pm8,1.08E13 pm 1.90E12,21.8pm 1.9,Lya,pilot,"center is 4980, weak : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH"
HE1228+0131,5000,x,0,"('187.70833', '1.25583')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.117,x,0,FALSE,FALSE,5000,"4942, 5058",20pm3,3.81E12 pm 5.19E11,41.4pm 2.7,d:Lya,pilot,"d:Lya labeled at 4991, I measure 5000, very weak : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES"
